advantages,company,data,degree,describe,experiences,high_salary,low_salary,num,place,position,task,type 
"五险一金,年底双薪,绩效奖金,节日福利",南京惠衡咨询服务有限公司 ,2018-03-27 10:47:14,本科,"1、具有三年以上爬虫开发经验者，精通java、python、服务端javascript语言之一，有多线程开发经验；,2、熟悉linux平台、shell编程，熟悉常用的爬虫框架；,3、负责实现公司爬虫框架和网络爬虫的功能开发及优化；实现大规模文本数据的抓取工作；,4、负责爬虫核心技术研究、开发工作，对反爬虫屏蔽具有相应的应对策略；,5、有新闻、论坛、微博爬虫经验者优先。,,

,
,南京惠衡咨询服务有限公司成立于2003年，注册资金100万元，是一家由省商务厅（原省外贸厅）指导成立的咨询服务公司。专业从事企业管理咨询、信息咨询、投资理财咨询，以及为客户提供计算机软硬件开发与技术服务。,一直以来，惠衡公司一直秉承着“诚实守信、客户至上”的经营理念，以软件开发与咨询服务为专长，以独立和合作开发的方式，承接了多个软件项目，涉及到多个企事业单位以及政府职能部门，为客户提供优质的长期服务和技术支持，获得客户的一致好评。,2014年，惠衡公司旗下成立了南京惠大衡通软件技术有限公司，该公司是一家基于IT技术的专业服务提供商。惠大衡通致力于IT技术推动企业发展，帮助客户成功的商业理念，为客户提供信息化管理解决方案、改变客户体验、创新商业模式和业务流程外包服务等。服务领域涉及企业信息化的各个方面，包括帮助客户定制IT战略、培训，信息系统设计、高阶蓝图、业务流程优化管理、ERP软件产品的实施、客户化开发、决策分析、移动应用定制开发和信息系统运营维护、健康巡检、评估优化等服务。,,
",1-3年,15000,8000,1,南京,网络爬虫开发工程师,互联网软件工程师,全职
"五险一金,年底双薪,员工旅游,定期体检",玛蒂尔德(北京)科技有限公司 ,2018-02-26 11:16:30,本科,"【岗位描述】1、依据产品需求完成高质量的Web前端开发和维。 2、对具体的产品进行性能优化，实现极致的页面加载、执行和渲染时间。 3、关注前端前沿技术研究，通过新技术服务团队和业务。,4、基于灵雀云的产品，结合客户的需求，设计并开发针对客户场景的产品功能或解决方案。,5、参与客户现场需求交流，负责客户现场的交付与实施。,,【岗位要求】 1、熟悉W3C标准，熟悉页面架构和布局，对表现与数据分离、Web语义化等有深刻理解，熟练使用postcss或sass进行前端开发、了解bootstrap/foundation等框架的设计思路；2、精通JavaScript，对AngularJS,ReactJS,VUEJS等新型前端框架有较深刻的认识以及实际项目经验；3、对前端工程化与模块化开发以及前端构建项目工具等有一定了解，并有实践经验（如Gulp,Webpack,Rollup等）； 4、至少熟悉一门非前端的语言（如NodeJS/PHP/Java/C#/C/C++/Python/Ruby），并有实践经验； 5、对前端技术有持续的热情，个性乐观开朗，逻辑性强，有英文阅读习惯，通过大英六级考试的优先, 有优秀个人站点或者github作品展示优先。,,

,
,
",3-5年,30000,15000,5,南京,前端开发工程师（南京）,高级软件工程师,全职
"健身俱乐部,五险一金,年底双薪,餐补,带薪年假,节日福利,员工旅游,定期体检",江苏华博金服控股有限公司 ,2018-03-16 16:52:35,本科,"岗位职责 , 1、负责大数据平台数据仓库、ETL模块建模及设计开发 , 2、参与需求搜集、客户沟通、数据分析并参与设计数据制作 , 3、负责调度及数据质量的检测和监控，形成数据反馈优化 , 4、负责数据数据源到Hive的数据抽取、负责数据的清洗转换 , 5、负责DW层主题数据、标签库、指标库的数据加工处理 ,任职要求 , 1、3年以上数据仓库ETL设计及开发经验，精通数据仓库逻辑架构、元数据管理、数据质量监控等数据仓库主要环节 , 2、精通SQL, Hive SQL，SparkSQL优先; 熟悉Java或Python编程,有相关语言大数据开发经验者优先 , 3、能够熟练应用一种或多种主流数据库（如：Teradata、Greenplum、SQL Server、Oracle、MySQL等） , 4、掌握主流ETL以及调度工具，例如Oozie、Azkaban、Sqoop、Flume、Logstash、Shell、Python等 , 5、掌握主流大数据数据处理框架优先，如Spark, Flink, 6、有较强的性能优化及问题排查、解决能力；对开源技术非常感兴趣并具有一定的研究能力 ,,

,
,创始于1997年的江苏华博实业集团有限公司，位于南京软件谷核心区域，是面向移动互联网领域，致力于成为能够提供专业解决方案的移动智能终端服务商。经过二十年的开拓与积累，华博集团顺势而为，厚积薄发，将销售、服务、科技、投资、金融等优势集于一身，形成了企业发展的体系优势、技术优势，实现了跨地域产业整合和互动优势，以及极富凝聚力和创造力的企业文化优势。2016年，华博集团实现销售收入50亿元，社会贡献超过1.23亿元，获得“江苏省优秀企业”、“南京‘金梧桐’民营文化企业十强”、“南京地区最佳雇主十强”等荣誉，董事长沈浩先生也被评为“江苏省优秀企业家”，和“江苏新经济十大领军人物”。,华博金服是华博集团打造的“一站式”在线融资平台。以成为“为用户提供数据驱动的全价值链金融服务平台”为使命，依托集团强大的资源，发挥整合和协同效益优势，将传统金融业务与互联网技术相结合，以数据驱动为支撑的互联网金融发展模式，致力于为个人和企业用户提供安全、高收益、定制化的金融服务，让融资理财变得简单快乐。,数据驱动：遵循《G20数字普惠金融高级原则》，用科技力量提升金融服务质量和全社会效率，建立基于大数据分析评估的获客能力、快速迭代的资产定价和风控能力、多元化的资金获取能力。,全价值链：面向小微企业和个人客户，让所有市场主体平等地共享金融服务。业务板块涉及供应链金融、消费金融、财富管理和互联网保险。,金融服务：敬畏金融本质，尊重人性，帮助客户有尊严的的借款，帮助合作伙伴提升效率、降低成本，优势互补，合作共赢。,,
",3-5年,15000,10001,1,南京,etl工程师,软件工程师,全职
"五险一金,绩效奖金,加班补助,全勤奖,带薪年假,定期体检,节日福利",南京擎盾信息科技有限公司,2017-12-13 10:03:42,本科,"1)本科及以上学历，计算机相关专业；,有2年以上安卓客户端开发和项目经验,有优秀APP开发经验者优先，特别优秀者待遇面议；,2)具备扎实的Java语言基础，熟悉常用的数据结构和算法,熟悉Android框架及各种特性，熟悉面向对象编程和常用设计模式；,3)熟练掌握Windows, Unix以及Linux操作系统的安装、操作与维护,4)熟练ES集群部署,5)了解网络安全及相关服务器配置， nginx， apache等,6)了解python项目，java项目，前端项目的部署,,

,
,
",不限,8000,6000,3,南京,运维工程师,系统工程师,全职
"五险一金,全勤奖,通讯补贴,带薪年假,补充医疗保险,定期体检",北京量子伟业信息技术股份有限公司,2017-09-20 17:12:40,本科,"岗位职责：,1、根据预定计划和标准要求完成Web或App前端程序开发； ,2、理解需求人员编写的需求文档，进行前端布局、美工和界面交互等的设计和开发工作； ,3、进行程序单元测试，查出软件存在的缺陷并保证其质量； ,4、按照项目开发过程规范编写开发类文档；,5、现有产品的前端维护。,任职要求：,1、本科及以上学历，计算机等相关专业；,2、2年及以上开发工作经历；,3、熟悉各种Web前端技术（HTML/CSS/JavaScript等)，熟练跨浏览器、跨终端的开发；,4、熟悉最新的前端技术，熟悉一种架构（angular，react，bootstrap，functional programming等）；,5、个性乐观开朗，逻辑性强，善于和各种背景的人合作。,6、掌握一门非前端脚本语言（如：NodeJS/Python/PHP等）优先； ,7、有财务保险、档案、ERP行业软件等开发项目经验者优先。,8、工作地点：南京。,9、能胜任一定强度的工作压力，能胜任阶段性出差和加班。,10、公司提供富有竞争力的薪资、良好的晋升通道和发展平台。,

,
,　   北京量子伟业信息技术股份有限公司（英文名：Beijing PDE Information Technology Co. Ltd）始创于1999年，是目前中国领先的档案行业解决方案与综合服务提供商，拥有七大事业部与覆盖全国的技术服务网络与成熟完善的自主研发体系，具备相当数量的自主知识产权，在行业中名列前茅。,量子伟业成立17年来，始终秉承“保存和挖掘人类记忆”的宗旨，致力于推动并引领中国档案信息化建设的潮流，为政府机关、档案局馆、中央企业、金融、地产、汽车、制造、能源等行业客户提供档案业务咨询、档案资源数字化、档案管理软件、智慧档案馆、档案寄存托管、智能硬件设备集成与统一管控、BPO（商务流程外包）等端到端的档案行业全产业链的综合服务。迄今为止，已拥有30+以上的行业、20000余家客户群，根据《财富》杂志2016年7月20日发布的世界500强榜单，入围500强的110家中国企业中有32家是量子伟业的客户，占比高达29%。,量子伟业依托自身档案行业优势与基础，聚合云计算、大数据、物联网、移动互联网等创新技术与应用，探索和拓展多元化商业模式，向具备持续运营特性的综合服务提供商转型，在北京、上海、广州等地建设档案寄存托管中心，并部署了遍布全国的BPO服务网络，为客户提供实体档案寄存托管、BPO(商务流程外包)等持续运营式服务，帮助客户提高经营效率、节省运营成本，构建“携手客户，陪伴客户，持续成长，共建共赢”的商业模式。,伴随着国家“四个全面”战略布局、大数据发展战略和“互联网+”行动计划的推进，档案日益成为国家基础性战略资源，档案工作领域更加广泛、内容更加丰富、需求更加多样，地位和作用越来越重要。档案行业也面临云计算、大数据与移动互联网带来的信息安全、隐私保护与数字记忆留存等各方面的挑战，中央及国务院有关部门在不断推进自主可控产业发展的过程中，也在积极推动档案行业的自主可控。在这样的形势下，作为世界500强、中央直管的国有重要军工企业，中国电子科技集团旗下的太极计算机股份有限公司完成了对于量子伟业的并购，从而进一步完善国产自主可控产业链、提升安全服务一体化能力，量子伟业也由此进一步融合太极体系内一批国内先进的硬件、软件与网络、安全供应商的资源，构建完善的档案行业全产业链生态体系，开启量子伟业的2.0时代。,
",1-3年,14000,7000,2,南京,前端开发工程师（大数据事业部）,WEB前端开发,全职
"健身俱乐部,五险一金,年底双薪,带薪年假,节日福利,员工旅游,定期体检,餐补",江苏华博金服控股有限公司 ,2018-03-16 16:52:41,本科,"岗位职责：,-          全面负责风险管理数据质量监督与管理,-          参与制订风险数据管理规范,-          负责与公司技术团队合作/对接,-          参与风险管理相关的BI/Dashboard/ETL的设计开发,-          支持未来风险决策引擎的开发, ,任职要求：,-          沟通能力好,-          精通常用关系型数据库Oracle/SQL,-          熟练掌握SQL/Java/Python,-          具备数据报表经验,-          具备数据质量管理经验,-          对金融信贷风险管理有基本了解优先,-          熟悉大数据分布式数据库优先,,

,
,创始于1997年的江苏华博实业集团有限公司，位于南京软件谷核心区域，是面向移动互联网领域，致力于成为能够提供专业解决方案的移动智能终端服务商。经过二十年的开拓与积累，华博集团顺势而为，厚积薄发，将销售、服务、科技、投资、金融等优势集于一身，形成了企业发展的体系优势、技术优势，实现了跨地域产业整合和互动优势，以及极富凝聚力和创造力的企业文化优势。2016年，华博集团实现销售收入50亿元，社会贡献超过1.23亿元，获得“江苏省优秀企业”、“南京‘金梧桐’民营文化企业十强”、“南京地区最佳雇主十强”等荣誉，董事长沈浩先生也被评为“江苏省优秀企业家”，和“江苏新经济十大领军人物”。,华博金服是华博集团打造的“一站式”在线融资平台。以成为“为用户提供数据驱动的全价值链金融服务平台”为使命，依托集团强大的资源，发挥整合和协同效益优势，将传统金融业务与互联网技术相结合，以数据驱动为支撑的互联网金融发展模式，致力于为个人和企业用户提供安全、高收益、定制化的金融服务，让融资理财变得简单快乐。,数据驱动：遵循《G20数字普惠金融高级原则》，用科技力量提升金融服务质量和全社会效率，建立基于大数据分析评估的获客能力、快速迭代的资产定价和风控能力、多元化的资金获取能力。,全价值链：面向小微企业和个人客户，让所有市场主体平等地共享金融服务。业务板块涉及供应链金融、消费金融、财富管理和互联网保险。,金融服务：敬畏金融本质，尊重人性，帮助客户有尊严的的借款，帮助合作伙伴提升效率、降低成本，优势互补，合作共赢。,,
",3-5年,20000,12000,1,南京,风险数据工程师,数据库开发工程师,全职
"五险一金,绩效奖金,餐补,带薪年假,节日福利,高温补贴,股票期权",杭州天阙科技有限公司,2018-03-12 09:01:16,本科,"岗位职责：,1、 参与产品的需求分析，负责编写测试计划和测试方案; ,2、 能实施和规划测试工作，并对问题进行跟踪分析和报告，推动测试过程中发现问,题及时合理地解决； ,3、 负责产品的功能测试、性能测试和自动化测试； ,4、 编写测试用例，执行测试工作，完整地记录测试结果，编写完整的测试报告等相,关的技术文档； ,5、 对测试中发现的问题进行详细分析和准确定位，与开发人员讨论缺陷解决方案。 ,6、 根据测试计划搭建和维护测试环境； ,7、 提出对产品的进一步改进的建议，并评估改进方案是否合理； ,8、 对测试结果进行总结与统计分析，对测试进行跟踪，并提出反馈意见。 ,9、 为业务部门提供相应技术支持，确保软件质量指标。, ,任职要求：,1、 具备软件工程的基本知识，熟练掌握各种测试理论和测试技术； ,2、 熟练掌握测试流程、BUG管理流程、发布流程和正式环境测试验证流程； ,3、 有较强的独立工作能力和解决问题的能力,具有测试相应文档的编写能力； ,4、 熟练掌握至少一门数据库(Oracle,MySql)； ,5、 熟悉一门编程语言(Java)或脚本语言(Python,shell)；,6、 熟悉主流操作系统(Linux)和Web服务器(Tomcat,Jetty)；,7、 了解http协议，熟练掌握性能测试的方法和工具(LoadRunner,JMeter),会使用自动化测试工具(Appium， Robitum， Selenium)优先。,8、 3年以上测试工作经验，有独立负责产品测试的经历。,,

,
,
",3-5年,15000,8000,2,南京,软件测试工程师-南京,软件测试,全职
"创业公司,五险一金,补充医疗保险,定期体检,14薪",北京优特捷信息技术有限公司 ,2018-03-30 11:41:01,本科,",

,
,日志易是国内从事日志搜索分析系统研发的领先公司。我们专注于日志搜索分析产品的研发与运营，客户包括中国平安、国家开发银行、中国移动、国家电网等。将专业复杂的日志搜索分析产品做得像Google 搜索引擎一样简单好用，它对日志进行集中采集和准实时索引处理，提供搜索、分析、监控和可视化等功能。,我们用互联网精神开发企业软件，对产品精益求精。我们崇尚敏捷开放的互联网文化，坚持深入了解用户需求，具有强烈的用户服务意识。 我们的团队吸纳了来自腾讯、百度、阿里、360等著名互联网公司的顶尖研发人才，在云计算、搜索、日志分析、数据中心运维等领域拥有丰富的产品、研发及运营经验。团队大部分研发人员拥有名牌大学计算机硕士学位及多年研发经验。 公司荣誉 2014年12月，日志易荣获2014中国大数据技术大会“全国大数据创新项目”第一名_58_ “历经3个月的激烈争夺，凭借着创新的产品设计，贴近需求的技术实践，经过专家委员会的层层筛选，8家大数据初创企业脱颖而出，获得全国大数据创新项目的称号，并受邀在BDTC2014大会上展示他们的技术。” 2015年1月，优特捷入选微软创投加速器第六期，详细报道_58_ “在第六期初创企业招募中，有700家创业团队申报，最终21家团队成功入选。” 2015年2月，优特捷入选2014年北京市朝阳区“凤凰计划”初创企业资助。 ,,
",1-3年,30000,20001,1,南京,运维售后（PB级大数据）-南京-00026,IT技术支持/维护工程师,全职
"五险一金,弹性工作,节日福利,定期体检,补充医疗保险,绩效奖金,带薪年假",南京视客网络科技有限公司 ,2018-03-30 09:08:33,大专,"工作职责：,1.全面负责公司系统的正常运行，优化各项运维工作流程，制定各种运维方案、文档，确保无障碍运营；,2.能为技术人员提供技术支持，协同运维人员解决突发问题；,3.产品上线和服务器管理工作。,4.接受7*24小时on call的工作方式,岗位要求：,1.精通windows,linux，有丰富的故障排查、性能调优经验；,2.熟悉常用脚本语言shell、python、perl等；,3.精通至少一种开源监控系统(zabbix/nagios等)，对监控优化有深入的理解,4.熟悉MS SQL server数据库；,5.熟悉WEB相关技术，包括Nginx，squid，Jboss，MySQL，Tomcat等应用的管理、配置和优化；,6.熟悉非关系型数据库mongodb,redis等；,7.熟悉ELK、logstash、RabbitMQ运行机制；,8.熟悉HTTP协议、CDN、缓存原理；,9.熟悉常用的虚拟化技术；,,

,
,
",3-5年,15000,8000,1,南京,高级运维工程师,IT技术支持/维护工程师,全职
"14薪,五险一金,绩效奖金,带薪年假,补充医疗保险,定期体检,高温补贴,节日福利",南京银行股份有限公司消费金融中心 ,2018-03-16 09:00:41,本科,"岗位职责：,1.负责互联网金融用户画像标签体系设计及推进,2.负责客户精准营销模型开发、应用及效果跟踪,3.负责用户价值、用户分类、行为预测模型开发、应用及效果跟踪,任职要求：,1.24岁 至 35 岁，统招本科，2年以上数据挖掘经验,2.熟练使用如sql、hive等数据库工具,3.精通python/r/sas任意一种数据挖掘工具,4.熟悉常用数据挖掘方法：分类、聚类、回归等，有机器学习的实践经验。,5.具有较强的落地能力，执行能力,

,
1
,
",3-5年,10000,8001,1,南京,数据挖掘工程师,数据库开发工程师,全职
"五险一金,绩效奖金,加班补助,节日福利,定期体检,全勤奖,带薪年假",南京擎盾信息科技有限公司,2018-03-15 19:00:19,本科,"任职要求,1)1年以上java项目开发经验，熟悉linux并掌握常用命令，基本了解linux操作系统centos、ubuntu,2) 具备较强的需求沟通、团队合作和文档编写能力；,3)了解python的优先,4)接受阶段性出差。,5）本科及以上学历，计算机或相关专业；,6）具有良好的独立问题分析和解决能力；,,,,

,
,
",1-3年,10000,7500,1,南京,Java开发工程师（出差）,Java开发工程师,全职
"五险一金,带薪年假,补充医疗保险,定期体检,节日福利",江苏宏康通关物流有限公司 ,2018-03-27 13:27:53,大专,"岗位职责：,    1、根据需求和系统设计，编写测试用例，对软件版本做功能测试和系统测试；    2、持续质量优化工作，配合需求、主管定期进行版本的质量问题分析与追踪，跟踪并促进bug的修复与应用功能的完善；    3、负责指定系统的版本集成等工作；    4、在完成测试后提交相关测试报告文件；    5、与研发人员保持良好的对接，推动测试中发现问题的解决；    6、负责测试环境的维护，包括编译打包测试环境环境.数据库环境等。         任职要求：,    1、2年以上软件测试经验，计算机相关专业，全日制大专及以上，具有互联网测试经验、性能测试经验及手机测试经验的优先；    2、精通黑盒测试方法，熟悉主流测试工具，包括缺陷管理，测试管理，自动化测试工具等；    3、熟悉主流数据库，如mysql sqlserver oracle其中的一种，熟练编写DDL和DML语句,至少熟练掌握其中一项技能，如:python/shell/java/linux；    4、熟悉接口测试方法和工具，拥有大型解决方案的集成测试经验，精通集成测试缺陷分析和定位；    5、逻辑思维清晰，善于沟通表达，有良好的文档编写能力，做事富有责任心、耐心，可以吃苦耐劳；, ,,

,
,江苏宏康通关物流有限公司，主要承办进出口货物的代理报关、报检等业务，并为客户提供通关、货运、政策咨询等系列通关类系列服务。宏康是江苏省最具影响力的专业报 关行之一，在专业领域内处于领先地位，具有“海关A类管理企业”资质，在其发展历程中，获得了众多荣誉。宏康报关坚持“专业成就价值”的理念，力求以业内最高端的水准，为客户提供多元化、全方位的卓越服务。,
",1-3年,9000,6000,1,南京,测试工程师,软件工程师,全职
"五险一金,绩效奖金,餐补,通讯补贴,带薪年假,补充医疗保险,定期体检,节日福利",中盈优创资讯科技有限公司 ,2018-01-08 21:08:11,本科,"工作职责：,1、负责项目/产品的测试工作，参与产品需求评审，参与测试计划制定；,2、根据产品需求和产品设计, 编写功能测试策略和用例, 编写自动化测试脚本；,3、实施产品的集成测试与系统测试，对缺陷进行跟踪分析和报告，推动缺陷及时合理地解决；,4、汇总测试执行情况，编写相关报告；,5、通过总结、分享、学习和培训，进行测试过程和测试方法的持续改进。,,职位要求：,1、计算机或相关专业本科以上学历，具有2年以上测试相关工作经验；,2、熟悉测试流程和规范，熟练掌握软件测试方法和常用测试工具，对软件测试工作有浓厚兴趣；,3、熟悉Linux，熟悉MySQL/ORACLE数据库操作；,4、很强的学习能力和技术钻研能力，良好的沟通能力，善于团队合作；,5、掌握Java/Shell/Python等任一种语言优先；,6、有性能测试经验、自动化测试、安全性测试经验优先；,7、具有电信行业或互联网测试经验优先。,,请将简历发送至：qinhy@zhong-ying.com;liuning@zhong-ying.com,,

,
,中盈优创资讯科技有限公司是高新技术企业，是信息产业部认证的计算机信息系统集成一级资质企业。主要提供电信级网络系统设计、建设、运营管理和顾问咨询服务。本公司具有雄厚的资金支持和超群的管理和专业技术队伍，主要服务客户为电信和金融业，公司发展前景十分广阔，为最大限度地适应快速发展的需要，现诚聘有志于和我们一起开创信息化新时代的优秀人才加盟，公司将为您提供最为有利的发展空间，尽现自己才能，共创美好未来。一经录用，本公司将提供具有吸引力的、培训、福利及保险。,公司邮箱_58_recruit@zhong-ying.com,
",1-3年,12000,7500,3,南京,测试工程师,软件测试,全职
"五险一金,全勤奖,餐补,带薪年假,定期体检,员工旅游,高温补贴,节日福利",南京矽汇信息技术有限公司 ,2017-11-03 11:58:34,本科,"岗位职责： ,1. 参与产品组件的需求分析与设计； ,2. 负责研发产品的基础构架设计、开发和升级维护；,3. 根据产品需求完成模块设计、编码、测试工作； ,4. 能按照项目计划，按时提交高质量的代码，完成开发任务； ,5. 独立完成大型网站网页等后台服务设计开发、存储、测试等工作； ,6. 负责后台等相关文档的编写工作。,,任职要求：,1. 计算机相关专业，本科以上学历的应届生，且有服务端工作经验； ,2. 有一定的数据结构设计能力，有扎实的Java/javascript/C/C++/python/go/scala等编程语言,基础，熟悉面向对象化编程思想和设计模式；,3. 在大规模后端服务的设计和开发方面的经验，对unix/linux有深入的了解； ,4. 熟悉mysql、postqresql、oracle、mongodb中的一种数据库开发经验； ,5. 熟悉主流后台构架spring/ruby on rails/express.js等 ,6. 有php类项目和网站服务平台的开发经验； ,7. 善于沟通，具有团队意识，技术攻克能力强。,,公司福利： ,1、双休，朝九晚六；,2、午餐补贴、餐后水果；,3、六险一金，在校实习生办理商业意外险；,4、元旦、春节、端午、中秋、圣诞节等节日福利；,5、带薪病假、带薪年假、婚假、产假等法定节假福利； ,6、集体旅游、年末体检、高温费、生日带薪假、结婚领证假、妇女节带薪假、生日礼物等人性化福利。,,

,
育儿网(www.ci123.com)是领先的孕婴童网络平台。    育儿网自2006年正式上线，服务从备孕开始到孩子6岁的中国年轻家庭。育儿网倡导以“健康、快乐、自信、有效、便捷”为核心的育儿价值。基于每位孩童的长远发展，着眼于每个家庭的个性化需求，通过线上线下结合的手段、领先的技术方案、高品位的教育服务和变革性的创新资源，构筑垂直而综合的母婴网络媒体系统，覆盖资讯、社交、搜索、移动、教育、电商和智能硬件，为中国年轻家庭个性化定制值得一路托付和信赖的母婴育儿服务。
,
",不限,8000,6001,3,南京,web后端开发工程师 （实习+应届）,软件工程师,全职
"五险一金,节日福利",南京恒越智能科技有限公司 ,1970-01-01 00:00:00,不限,"岗位职责：,1、根据业务需求制定技术方案,2、负责应用服务端的架构设计,3、服务器端核心模块与逻辑代码开发,4、负责代码维护,,任职要求：,1、要求1年以上app服务端开发经验。,2、熟悉主流服务器apache/ngix等。,3、熟悉Java/Python/Php。,4、熟悉服务器远程通信相关协议和数据格式，熟悉RESTFUL、XML、Json。,5、熟悉mysql/Oracle。,6、有大规模应用架构经验者优先。,7、能接受短期出差,

,
,
",1-3年,12000,6000,10,南京,hadoop大数据开发工程师,软件研发工程师,全职
"五险一金,带薪年假,节日福利",南京恒越智能科技有限公司 ,1970-01-01 00:00:00,本科,"岗位职责：,1、负责大数据相关的项目的迭代测试、集成测试；,2、能够完成测试对象分析、测试用例设计、测试程序开发，并进行缺陷跟踪和软件质量分析；,3、保证被测系统的质量，并通过流程和方法创新，努力提升研发的质量和效率。,任职要求：,1、本科及以上学历，计算机或相关专业；,2、三年以上系统测试或测试开发经验，熟悉软件测试流程和规范；,3、有大规模数据处理经验，熟练掌握大数据的基础理论和方法；,4、熟悉Linux/Unix系统，熟悉C/C++编程语言，具备shell/python脚本编程能力；,5、熟练掌握主流自动化测试的工具和方法，具备扎实的测试分析设计能力；,6、具有较强的逻辑分析与学习能力，良好的沟通能力和团队合作精神；,7、具备性能测试、白盒测试经验者优先，有大数据、UCD工作经验者优先。,工作地站：正方中路888号，有班车接送,,

,
,
",3-5年,10000,5000,2,南京,数据测试工程师,软件测试,全职
"五险一金,年底双薪,定期体检,员工旅游",玛蒂尔德(北京)科技有限公司 ,2018-02-26 11:16:30,不限,"【岗位职责】,负责云计算后台产品的研发与运营。,负责云计算产品的后台管理系统研发。,和产品团队合作进行性能分析和架构优化，引入业界新技术改进云平台产品。,,【专业要求】,熟练掌握至少一门编程语言，如Python、C++、Java等,熟悉基于Linux平台上编程,优秀的架构设计能力,优秀的分析与解决问题能力,熟悉通用设计模式，能独立进行软件开发,有较强的学习和沟通能力，以及团队合作精神,诚实、踏实、积极主动、抗压能力强，喜欢挑战困难,,【加分项】,有云计算领域背景,掌握python+Django，了解Docker以及相关开源软件,参与过开源项目，或者有自己的开源软件作品 ,对新技术、新知识充满热情,,

,
,
",不限,30000,15000,1,南京,后端开发工程师（南京）,互联网软件工程师,全职
"弹性工作,免费班车",南京全设智能科技有限公司 ,2018-01-18 10:37:29,本科,"岗位职责：,1、参与业务系统整体设计,2、编写网站相关设计文档,3、负责具体功能模块的设计开发编码工作,4、协助系统集成调试及测试相关工作,,任职要求：,1、本科及以上学历；2年以上相关工作经验；,2、熟悉常见语言PHP 或 Java或 Python 开发，并有相关项目开发经验；,3、熟悉各种Web客户端，尤其是主流移动端浏览器的开发模式和特性；,4、熟悉常见开发框架，具有一定网站整体把握能力；,5、熟练HTML、JavaScript、Ajax、CSS等Web开发技术；,6、熟悉HTTP协议，了解TCP/IP的基本工作原理；熟悉常用WEB开发调试工具；,7、有移动端前端开发经验者这优先；对于大型Web站点性能问题的定位和解决有经验者优先。,8、弹性工作、社会保险、专业培训、年终奖金,

,
,南京全设智能科技有限公司（简称“全设智能”）为一家新创立的从事安检设备及系统的研发、生产、销售、服务的高科技公司。公司立足于技术、产品、应用创新，深度挖掘用户需求，帮助用户建立切实有效的安检管理体系，为客户提供卓越的安检产品以及最优化的安检综合解决方案和服务。,      全设智能以辐射成像技术为基础，广泛关注安检、智能硬件、物联网、图像识别和机器学习等领域。全设智能全体同仁致力于在5～8年内将公司打造为国内顶尖、世界领先的智能化安检产品服务提供商，力争通过持续创新，在安检、医疗、工业检测、智能识别等行业成为专业领域的领导者。,      全设智能由安检行业内资深技术专家和应用专家创立，核心成员具备15年以上的安检从业经验，并始终专注技术创新，产品研发和应用创新，致力于为社会提供高技术、高质量、精准定制的安检设备和方案，以及高度智能化的安检系统。,      全设智能系列安检产品及服务正努力进入民航、海关、铁路、公路、城市轨道交通、邮政物流、公安司法、大型活动赛事等领域，努力将自身打造成业界的知名品牌。我们愿景是用技术回馈社会，让社会更安全，让安全更可控、让过程更智能。,
",1-3年,12000,6000,1,南京,Web开发工程师,软件研发工程师,全职
